id,name,url,time,genre,release_time,intro,directors,writers,stars
4074,Die Stille nach dem Schuss (2000) ,"https://m.media-amazon.com/images/M/MV5BNDM0MzMwMTQ0MF5BMl5BanBnXkFtZTcwMDk2NjUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 43min,Drama|History|Romance,14 September 2000 (Germany),"Rita Vogt is a radical West German terrorist who abandons the revolution and settles in East Germany with a new identity provided by the East German secret service. She lives in constant ...
                    ",Volker Schlöndorff,Wolfgang Kohlhaase,Bibiana Beglau|Richard Kropf|Martin Wuttke
4077,"Harry, un ami qui vous veut du bien (2000) ","https://m.media-amazon.com/images/M/MV5BMTgxMTE4MTYzNl5BMl5BanBnXkFtZTYwNTE4OTI5._V1_UX182_CR0,0,182,268_AL_.jpg",1h 57min,Comedy|Drama|Mystery,15 August 2000 (France),"Harry knew Michel in high school; they meet again by accident, Harry inserts himself in Michel's life... and things take a sinister turn.",Dominik Moll,Dominik Moll|Gilles Marchand,Laurent Lucas|Sergi López|Mathilde Seigner
4078,Amazing Grace and Chuck (1987) ,"https://m.media-amazon.com/images/M/MV5BOTkxN2I2MWYtNTlmYy00Y2YyLWFkYzgtM2NiNTExNWI4ZWIxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 54min,Drama|Sport,24 October 1987 (Japan),"A little league player named Chuck refuses to ever pitch again until nuclear weapons are disarmed. Basketball star ""Amazing Grace"" Smith follows the boy's example, and starts a trend.",Mike Newell,,Jamie Lee Curtis|Gregory Peck|Dean Alexander
4079,Amazon Women on the Moon (1987) ,"https://m.media-amazon.com/images/M/MV5BZDJhMDU0OWQtM2QwNS00ODZhLWE2MDctNzdhYmNiZGI4OTdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 25min,Comedy|Sci-Fi,18 September 1987 (USA),"A spoof 1950s science fiction movie, interspersed with various comedy sketches concerning late night television.",Joe Dante|Carl Gottlieb|3 more credits,Michael Barrie,Rosanna Arquette|Michelle Pfeiffer|Arsenio Hall
4080,Baby Boom (1987) ,"https://m.media-amazon.com/images/M/MV5BMTY4NDY2ODMzOV5BMl5BanBnXkFtZTcwMjQ0MTcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 50min,Comedy|Drama|Romance,30 October 1987 (USA),The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.,Charles Shyer,Nancy Meyers,Diane Keaton|Sam Shepard|Harold Ramis
4081,Back to the Beach (1987) ,"https://m.media-amazon.com/images/M/MV5BMDRlMWRlYzEtY2ZkMS00NjVkLThiZTgtMjFhMjM0OTU2NWZkXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_UY268_CR6,0,182,268_AL_.jpg",1h 32min,Comedy|Musical,7 August 1987 (USA),"Frankie and Annette, having grown up and put aside their beach-partying lifestyle, visit their daughter in Southern California and discover there's still some wild times left in them.",Lyndall Hobbs,James Komack|Bill Norton,Frankie Avalon|Annette Funicello|Lori Loughlin
4082,Barfly (1987) ,"https://m.media-amazon.com/images/M/MV5BYTg3ZTcxMjgtYzIzYS00Y2M3LWI4OTktMzE3NGVhZTc5OTZmXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 40min,Comedy|Drama|Romance,16 October 1987 (USA),"Based on the life of successful poet Charles Bukowski and his exploits in Hollywood during the 60s, 70s, and 80s.",Barbet Schroeder,,Mickey Rourke|Faye Dunaway|Alice Krige
4083,Best Seller (1987) ,"https://m.media-amazon.com/images/M/MV5BN2Q1ZmMwMjUtMThmOS00ZDNlLWIwZmEtMDI5NjI3NjIwYTBlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 35min,Action|Crime|Drama,25 September 1987 (USA),"A hitman approachs a writer to help him create the next best seller on his career, but the violent world he was a part of has other plans.",John Flynn,,James Woods|Brian Dennehy|Victoria Tennant
4084,Beverly Hills Cop II (1987) ,"https://m.media-amazon.com/images/M/MV5BNThlYWFhYmYtMzQzZS00ZmZjLWJjZjAtYWVhMmM4YTc1ZjhjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR7,0,182,268_AL_.jpg",1h 40min,Action|Comedy|Crime,20 May 1987 (USA),"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.",Tony Scott,Danilo Bach|Daniel Petrie Jr.,Eddie Murphy|Judge Reinhold|Jürgen Prochnow
4085,Beverly Hills Cop (1984) ,"https://m.media-amazon.com/images/M/MV5BN2MyZDE0YjAtNWFjYy00MWRlLTk3MTktMzY3ZDVhNTJkZTlmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR2,0,182,268_AL_.jpg",1h 45min,Action|Comedy|Crime,5 December 1984 (USA),A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,Martin Brest,Daniel Petrie Jr.|Danilo Bach,Eddie Murphy|Judge Reinhold|John Ashton
4086,The Big Easy (1986) ,"https://m.media-amazon.com/images/M/MV5BZWU1NmQ4YzMtNTdjOC00MDE2LWJkYzctODI4NDhmYzc5MjRjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 42min,Comedy|Crime|Drama,28 August 1987 (USA),A corrupt lieutenant in the homicide division is threatened by the righteous DA while trying to solve a string of mysterious murders.,Jim McBride,,Dennis Quaid|Ellen Barkin|Ned Beatty
4089,Born in East L.A. (1987) ,"https://m.media-amazon.com/images/M/MV5BYWVlZDAwNmUtNTY1Yy00MjA0LTlhZmQtMzY0Mzk5MTUxYzNjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 25min,Comedy,21 August 1987 (USA),"When an L.A. born American citizen is mistaken for a Mexican illegal alien and deported to Mexico, he has to do everything he can to get across the border.",Cheech Marin,,Cheech Marin|Daniel Stern|Paul Rodriguez
4090,The Brave Little Toaster (1987) ,"https://m.media-amazon.com/images/M/MV5BNTEyZTI3Y2ItYTYwYS00ZGJlLWJlNmUtZjFjNDgxOTlhOGIzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Animation|Adventure|Family,2 September 1990 (China),A group of dated appliances embark on a journey to the city to find their master after being abandoned in a cabin in the woods.,Jerry Rees,Thomas M. Disch|Jerry Rees,Jon Lovitz|Timothy Stack|Timothy E. Day
4091,Can't Buy Me Love (1987) ,"https://m.media-amazon.com/images/M/MV5BNzVmMjgwZWEtZTg2Mi00YWI3LWEzYWItZTQxNmM4ZDA3MmYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 34min,Comedy|Drama|Romance,14 August 1987 (USA),An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.,Steve Rash,,Patrick Dempsey|Amanda Peterson|Courtney Gains
4092,Cherry 2000 (1987) ,"https://m.media-amazon.com/images/M/MV5BNmU2MzE2OTItMDAxOS00NjI1LWJhYzQtYTNjZTdjZDQzNjZjXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY268_CR9,0,182,268_AL_.jpg",1h 39min,Action|Adventure|Comedy,5 February 1988 (USA),"In 2017, a successful businessman travels to the ends of the earth to find that the perfect woman is always under his nose. He hires a sexy renegade tracker to find an exact duplicate of his android wife.",Steve De Jarnatt,Lloyd Fonvielle,Melanie Griffith|David Andrews|Pamela Gidley
4093,Cop (1988) ,"https://m.media-amazon.com/images/M/MV5BZTlmMGFkYWMtZWM1Yy00Y2U3LTg0MzAtOWY5MTA1YzAxMjQxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 50min,Crime|Drama|Mystery,11 March 1988 (USA),"An obsessive, insubordinate homicide cop is convinced a serial killer is loose in the Hollywood area and disobeys orders in order to catch him.",James B. Harris,James Ellroy,James Woods|Lesley Ann Warren|Charles Durning
4102,Eddie Murphy: Raw (1987) ,"https://m.media-amazon.com/images/M/MV5BOWEwYTk4YTgtZGVjNi00MmI0LTkwOTItOWUxYzBlN2YwZWFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 33min,Documentary|Comedy,18 December 1987 (USA),Eddie Murphy in a stand-up performance recorded live. For an hour and a half he talks about his favourite subjects: sex and women.,Robert Townsend,Eddie Murphy|Eddie Murphy,Eddie Murphy|Tatyana Ali|Billie Allen
4103,Empire of the Sun (1987) ,"https://m.media-amazon.com/images/M/MV5BMmQwNzczZDItNmI0OS00MjRmLTliYWItZWIyMjk1MTU4ZTQ4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 33min,Action|Drama|History,25 December 1987 (USA),A young English boy struggles to survive under Japanese occupation during World War II.,Steven Spielberg,Tom Stoppard,Christian Bale|John Malkovich|Miranda Richardson
4104,Ernest Goes to Camp (1987) ,"https://m.media-amazon.com/images/M/MV5BNjQxOTFmNmItMDk1Ni00NTk3LTk0N2MtNmU4OGE5NDIzYjJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 32min,Comedy|Family,22 May 1987 (USA),"Ernest, a lovable loser who works as a summer camp handyman and dreams of becoming a guidance councilor, must find a way to inspire a group of juvenile delinquents as well as stop a shady strip mining company from closing the camp.",John R. Cherry III,John R. Cherry III|Coke Sams,Jim Varney|Victoria Racimo|John Vernon
4105,The Evil Dead (1981) ,"https://m.media-amazon.com/images/M/MV5BODc2MmVjZmUtNjAzMS00MDNiLWIyM2YtOGEzMjg0YjRhMzRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 25min,Horror,15 April 1983 (USA),"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.",Sam Raimi,,Bruce Campbell|Ellen Sandweiss|Richard DeManincor
4109,Flowers in the Attic (1987) ,"https://m.media-amazon.com/images/M/MV5BZTkzZDk3ZDctZTQwZS00ODhkLWIzYzYtZWU3ODVkMGE4YjRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 33min,Drama|Mystery|Thriller,20 November 1987 (USA),Children are hidden away in the attic by their conspiring mother and grandmother.,Jeffrey Bloom,Virginia C. Andrews,Louise Fletcher|Victoria Tennant|Kristy Swanson
4110,The Fourth Protocol (1987) ,"https://m.media-amazon.com/images/M/MV5BMjBlNzMyYzItNjM1Yy00N2ExLTg5MjItYzZkMjE0ZDA4ZDI1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 59min,Thriller,20 March 1987 (UK),"John Preston is a British Agent with the task of preventing the Russians detonating a nuclear explosion next to an American base in the UK. The Russians are hoping this will shatter the ""special relationship"" between the two countries.",John Mackenzie,George Axelrod|Richard Burridge,Michael Caine|Pierce Brosnan|Ned Beatty
4111,Gardens of Stone (1987) ,"https://m.media-amazon.com/images/M/MV5BMjk5ZDU2MTYtZDI1ZS00N2UyLWE4ZjAtYjViN2IyMjI3YjUxXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 51min,Drama|Romance|War,8 May 1987 (USA),"A Sergeant must deal with his desires to save the lives of young soldiers being sent to Viet Nam. Continuously denied the chance to teach the soldiers about his experiences, he settles for trying to help the son of an old Army buddy.",Francis Ford Coppola,Nicholas Proffitt,James Caan|Anjelica Huston|James Earl Jones
4113,The Glass Menagerie (1987) ,"https://m.media-amazon.com/images/M/MV5BMjU1ZDVhZDQtYTA5My00YzY2LWFkMjctODQ5YTQ1OWU5OTE3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 14min,Drama,15 January 1988 (Denmark),"A son longs to escape from his stifling home, where his genteel mother worries about the future prospects of his lame, shy sister.",Paul Newman,,Joanne Woodward|John Malkovich|Karen Allen
4115,Hiding Out (1987) ,"https://m.media-amazon.com/images/M/MV5BMTQyNmVhNzgtZTNmNi00YWYxLWE2NzgtNmM4MmQ0NDg3NWU4XkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UY268_CR3,0,182,268_AL_.jpg",1h 38min,Comedy|Drama|Romance,6 November 1987 (USA),A stockbroker on the run from the mob decides to hide out from them by enrolling as a student in high school.,Bob Giraldi,Joe Menosky,Jon Cryer|Keith Coogan|Annabeth Gish
4116,Hollywood Shuffle (1987) ,"https://m.media-amazon.com/images/M/MV5BMjE1NDQxNTcwNV5BMl5BanBnXkFtZTcwODc2NzE0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 18min,Comedy,20 March 1987 (USA),"An actor limited to stereotypical roles because of his ethnicity, dreams of making it big as a highly respected performer. As he makes his rounds, the film takes a satiric look at African American actors in Hollywood.",Robert Townsend,Robert Townsend,Robert Townsend|Craigus R. Johnson|Helen Martin
4117,Hope and Glory (1987) ,"https://m.media-amazon.com/images/M/MV5BMDUxNjg4MGQtODM2NC00YWZmLWJkZTEtMmFmMTBlZmYyMWVhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 53min,Comedy|Drama|Romance,19 February 1988 (USA),"Bill, a young boy living on the outskirts of London experiences the exhilaration of World War II. During this period, Bill learns about sex, death, love, hypocrisy, and the faults of adults as he prowls the ruins of bombed houses.",John Boorman,,Sarah Miles|David Hayman|Sebastian Rice-Edwards
4121,Innerspace (1987) ,"https://m.media-amazon.com/images/M/MV5BNDk1NzNiMGQtNGQ4Yy00NmMzLTkyNWQtZjM4MDU2Y2Q2NDVlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2h,Action|Adventure|Comedy,1 July 1987 (USA),"A test pilot is miniaturized in a secret experiment, and accidentally injected into a hapless store clerk.",Joe Dante,Chip Proser|Jeffrey Boam,Dennis Quaid|Martin Short|Meg Ryan
4123,Ishtar (1987) ,"https://m.media-amazon.com/images/M/MV5BZjZmMzc0NmEtZTEwZi00ZWQyLWEwZjItNWJjMDZlODAxNjIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 47min,Action|Adventure|Comedy,15 May 1987 (USA),"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the C.I.A., the Emir of Ishtar, and the rebels trying to overthrow his regime.",Elaine May,,Warren Beatty|Dustin Hoffman|Isabelle Adjani
4124,Jaws: The Revenge (1987) ,"https://m.media-amazon.com/images/M/MV5BNGI1MTAxMWItOTE0OC00ZDhkLWE3Y2EtNjFiZmQ4NjQ1NGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 29min,Adventure|Horror|Thriller,17 July 1987 (USA),Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,Joseph Sargent,Peter Benchley,Lorraine Gary|Lance Guest|Mario Van Peebles
4125,Leonard Part 6 (1987) ,"https://m.media-amazon.com/images/M/MV5BNzNjMzM0YTAtNDE0MS00OGJlLTlkN2QtMzJkYjhjNTYyNTkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 25min,Action|Comedy|Sci-Fi,18 December 1987 (USA),Secret Agent Leonard Parker (Bill Cosby) is called out of retirement to save the world from evil genius Medusa Johnson (Gloria Foster).,Paul Weiland,Jonathan Reynolds,Bill Cosby|Tom Courtenay|Joe Don Baker
4126,Less Than Zero (1987) ,"https://m.media-amazon.com/images/M/MV5BODk5NzQ1NDk1Nl5BMl5BanBnXkFtZTgwODI1NjcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 38min,Crime|Drama,6 November 1987 (USA),"A college freshman returns to L.A. for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit.",Marek Kanievska,Bret Easton Ellis,Andrew McCarthy|Jami Gertz|Robert Downey Jr.
4127,Like Father Like Son (1987) ,"https://m.media-amazon.com/images/M/MV5BOGQ0ZjRhYzUtMjFjMy00YzFiLWJjNDQtMzk3ODFlMGY2MjZjXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 36min,Comedy|Fantasy,2 October 1987 (USA),A mysterious potion switches the personalities of a buttoned up doctor and his laid back son.,Rod Daniel,Lorne Cameron|Lorne Cameron,Dudley Moore|Kirk Cameron|Margaret Colin
4128,The Lost Boys (1987) ,"https://m.media-amazon.com/images/M/MV5BMWEzNmUxZTMtZjY0My00OGNmLWIyNDctODM2YzZjM2YwZWEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",1h 37min,Comedy|Horror,31 July 1987 (USA),"After moving to a new town, two brothers discover that the area is a haven for vampires.",Joel Schumacher,Jan Fischer|James Jeremias,Jason Patric|Corey Haim|Dianne Wiest
4129,Made in Heaven (1987) ,"https://m.media-amazon.com/images/M/MV5BNmZkYzk1NzctYWY4OC00NTBkLTkzOGQtZDdkMDM5MjdiZDQ0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 43min,Comedy|Fantasy|Romance,6 November 1987 (USA),"After being dumped by his girlfriend, a boy runs away to California. But he ends up in heaven because he dies after trying to help a family from drowning in a river. In heaven he'll meet a beautiful girl, who has never reincarnated before.",Alan Rudolph,Bruce A. Evans,Timothy Hutton|Kelly McGillis|Maureen Stapleton
4130,Maid to Order (1987) ,"https://m.media-amazon.com/images/M/MV5BMzE2YmQ5MzktY2VlNS00MGVlLTk4Y2MtNzk5ZWI4ZjMzYTRhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 33min,Fantasy|Comedy,31 July 1987 (USA),A spoiled rich girl is visited by her fairy godmother and turned into a maid.,Amy Holden Jones,Amy Holden Jones|Perry Howze,Ally Sheedy|Beverly D'Angelo|Michael Ontkean
4131,Making Mr. Right (1987) ,"https://m.media-amazon.com/images/M/MV5BYzJiYzY5MDUtNTU1OS00OTNkLTliYTItNzlmNmQ4YjkyMmZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 38min,Comedy|Romance|Sci-Fi,3 April 1987 (USA),"A reclusive scientist builds a robot which looks exactly like Dr. Ulysses, a scientist set to go on a long-term space mission. Since the (real) scientist seems to lack all emotions, he is ...
                    ",Susan Seidelman,Floyd Byars,John Malkovich|Ann Magnuson|Glenne Headly
4132,Mannequin (1987) ,"https://m.media-amazon.com/images/M/MV5BMTM0ODkyMTIzM15BMl5BanBnXkFtZTcwOTYzNzA2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Comedy|Fantasy|Romance,13 February 1987 (USA),"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life.",Michael Gottlieb,Edward Rugoff,Andrew McCarthy|Kim Cattrall|Estelle Getty
4133,Masters of the Universe (1987) ,"https://m.media-amazon.com/images/M/MV5BYzRlMzQzNDEtYTg5My00NTFjLWFiYzYtMjJkMzUyYzJjMzgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 46min,Action|Adventure|Fantasy,7 August 1987 (USA),The heroic warrior He-Man battles against the evil lord Skeletor and his armies of darkness for control of Castle Grayskull.,Gary Goddard,,Dolph Lundgren|Frank Langella|Meg Foster
4135,The Monster Squad (1987) ,"https://m.media-amazon.com/images/M/MV5BOTk2OTFlYmQtYzVkNy00ZjM5LThkOGMtOTg0Y2JmZGYwOWY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 19min,Action|Comedy|Fantasy,14 August 1987 (USA),A young group of monster fanatics attempt to save their hometown from Count Dracula and his monsters.,Fred Dekker,Shane Black,Andre Gower|Robby Kiger|Stephen Macht
4138,My Demon Lover (1987) ,"https://m.media-amazon.com/images/M/MV5BYmZhNDVjYjMtYWNiOC00YTIxLTgxM2UtNWFmNmQyYjZhMzRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Comedy|Fantasy|Horror,24 April 1987 (USA),A homeless street musician becomes a demon when sexually aroused.,Charlie Loventhal,,Scott Valentine|Michele Little|Robert Trebor
4139,No Man's Land (1987) ,"https://m.media-amazon.com/images/M/MV5BNjkxNTIzODE5OF5BMl5BanBnXkFtZTcwMzkxOTM2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 46min,Crime|Drama|Thriller,23 October 1987 (USA),A rookie cop goes undercover and infiltrates a car thief ring.,Peter Werner,,Charlie Sheen|D.B. Sweeney|Lara Harris
4141,Head Over Heels (2001) ,"https://m.media-amazon.com/images/M/MV5BZTdhNzk1ZDctMTQyMi00ZmYwLWFjMWQtOTM3YjA4OTc4ZDZmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 26min,Comedy|Mystery|Romance,2 February 2001 (USA),A young woman is attracted to a man despite her thinking she's seen him kill someone.,Mark Waters,John J. Strauss|Ed Decter,Monica Potter|Freddie Prinze Jr.|Shalom Harlow
4142,Left Behind (2000) ,"https://m.media-amazon.com/images/M/MV5BMTYzMjg3OTQzOV5BMl5BanBnXkFtZTgwNzU0NTAwNzE@._V1_UY268_CR6,0,182,268_AL_.jpg",1h 36min,Action|Drama|Fantasy,Video 2 March 2001,The Biblical prophecy of Armegeddon begins when the Rapture instantly takes all believers in Christ from the Earth. A reporter left behind learns that the Anti-Christ will soon take power.,Vic Sarin,Alan B. McElroy|Paul Lalonde,Kirk Cameron|Brad Johnson|Janaya Stephens
4143,Valentine (2001) ,"https://m.media-amazon.com/images/M/MV5BZWQxM2JjNTktYWE4Ni00YmZiLWFlNDEtMWYzMmI4N2NhYjk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 36min,Horror|Mystery|Thriller,2 February 2001 (USA),Five women are stalked by an unknown assailant while preparing for Valentine's Day.,Jamie Blanks,Tom Savage|Donna Powers,Denise Richards|David Boreanaz|Marley Shelton
4144,Faa yeung nin wa (2000) ,"https://m.media-amazon.com/images/M/MV5BYjZjODRlMjQtMjJlYy00ZDBjLTkyYTQtZGQxZTk5NzJhYmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg",1h 38min,Drama|Romance,29 September 2000 (Hong Kong),"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",Kar-Wai Wong,,Tony Chiu-Wai Leung|Maggie Cheung|Ping Lam Siu
4146,The Million Dollar Hotel (2000) ,"https://m.media-amazon.com/images/M/MV5BNDQ2MGUwYjYtODFiNy00OTViLWJhOTgtZWNmM2I2MDRmMzQ1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 2min,Drama|Mystery|Thriller,10 February 2000 (Germany),"Tragi-comic, romantic whodunnit set in a run down hotel which plays host to mentally ill people too poor to afford medical insurance.",Wim Wenders,Bono|Nicholas Klein,Jeremy Davies|Milla Jovovich|Mel Gibson
4147,Krámpack (2000) ,"https://m.media-amazon.com/images/M/MV5BOGY4ZWE4MDEtMDcyYy00ODJiLTkwYzktNjkwMjExOWM3ZTgwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY268_CR3,0,182,268_AL_.jpg",1h 31min,Comedy|Drama|Romance,16 June 2000 (Spain),"A Spanish coming of age story focusing on the antics of two 17 year olds, who have a posh beach house almost all to themselves one summer. This is also a summer of sexual awakenings.",Cesc Gay,Tomàs Aragay|Cesc Gay,Fernando Ramallo|Jordi Vilches|Marieta Orozco
